datetime,open,high,low,close
2025-09-23 14:00:00,1.18056,1.18076,1.17974,1.17977
2025-09-23 15:00:00,1.1797,1.18049,1.1795,1.17986
2025-09-23 16:00:00,1.17984,1.18043,1.17901,1.17948
2025-09-23 17:00:00,1.1795,1.17998,1.17785,1.17904
2025-09-23 18:00:00,1.17897,1.18052,1.1784,1.18027
2025-09-23 19:00:00,1.1803,1.18122,1.18004,1.18022
2025-09-23 20:00:00,1.18024,1.18067,1.17908,1.1796
2025-09-23 21:00:00,1.17961,1.17998,1.17916,1.17917
2025-09-23 22:00:00,1.1792,1.17983,1.17845,1.17968
2025-09-23 23:00:00,1.17969,1.18046,1.17844,1.17995
2025-09-24 00:00:00,1.17996,1.18053,1.17926,1.17953
2025-09-24 01:00:00,1.17951,1.1799,1.17881,1.17983
2025-09-24 02:00:00,1.1799,1.18092,1.17928,1.18049
2025-09-24 03:00:00,1.18048,1.18177,1.18029,1.18119
2025-09-24 04:00:00,1.18115,1.18167,1.18083,1.18111
2025-09-24 05:00:00,1.18112,1.1818,1.18069,1.18163
2025-09-24 06:00:00,1.18169,1.18183,1.18118,1.18152
2025-09-24 07:00:00,1.18152,1.18152,1.18102,1.18138
2025-09-24 08:00:00,1.18141,1.18188,1.18139,1.18145
2025-09-24 09:00:00,1.18147,1.18174,1.18127,1.18154
2025-09-24 10:00:00,1.18157,1.18165,1.18034,1.18038
2025-09-24 11:00:00,1.18037,1.18052,1.17976,1.17999
2025-09-24 12:00:00,1.17999,1.18038,1.17961,1.17968
2025-09-24 13:00:00,1.17963,1.17999,1.1795,1.17972
2025-09-24 14:00:00,1.17974,1.18043,1.17955,1.18029
2025-09-24 15:00:00,1.18028,1.18047,1.17923,1.17978
2025-09-24 16:00:00,1.17978,1.18028,1.17861,1.17873
2025-09-24 17:00:00,1.17872,1.17946,1.17844,1.17887
2025-09-24 18:00:00,1.17882,1.17882,1.17663,1.17718
2025-09-24 19:00:00,1.17725,1.17747,1.17624,1.17676
2025-09-24 20:00:00,1.17674,1.17699,1.17509,1.17518
2025-09-24 21:00:00,1.17516,1.17554,1.17465,1.1749
2025-09-24 22:00:00,1.17487,1.17579,1.17395,1.17427
2025-09-24 23:00:00,1.17426,1.17435,1.17303,1.17385
2025-09-25 00:00:00,1.17375,1.17462,1.17283,1.17428
2025-09-25 01:00:00,1.17433,1.17457,1.1737,1.17416
2025-09-25 02:00:00,1.17418,1.17436,1.17303,1.17326
2025-09-25 03:00:00,1.17327,1.17406,1.17318,1.17376
2025-09-25 04:00:00,1.17373,1.17385,1.17325,1.17367
2025-09-25 05:00:00,1.17366,1.17391,1.17321,1.17379
2025-09-25 06:00:00,1.17377,1.17392,1.17351,1.17375
2025-09-25 07:00:00,1.17376,1.17404,1.17376,1.17386
2025-09-25 08:00:00,1.17392,1.17451,1.17392,1.17445
2025-09-25 09:00:00,1.17446,1.1746,1.17422,1.17422
2025-09-25 10:00:00,1.1742,1.17483,1.17406,1.17474
2025-09-25 11:00:00,1.17474,1.17494,1.17406,1.17444
2025-09-25 12:00:00,1.1745,1.17516,1.17433,1.17497
2025-09-25 13:00:00,1.17496,1.17536,1.17476,1.17533
2025-09-25 14:00:00,1.17525,1.17534,1.17489,1.1752
2025-09-25 15:00:00,1.17521,1.17522,1.17405,1.1742
2025-09-25 16:00:00,1.17422,1.17523,1.17383,1.17458
2025-09-25 17:00:00,1.17462,1.17479,1.17316,1.17332
2025-09-25 18:00:00,1.17334,1.17444,1.17306,1.17423
2025-09-25 19:00:00,1.17428,1.17518,1.1739,1.17449
2025-09-25 20:00:00,1.17451,1.17539,1.17444,1.17469
2025-09-25 21:00:00,1.17466,1.17471,1.17346,1.174
2025-09-25 22:00:00,1.17399,1.17454,1.16879,1.16981
2025-09-25 23:00:00,1.16986,1.17101,1.16831,1.16858
2025-09-26 00:00:00,1.16861,1.16945,1.16737,1.16761
2025-09-26 01:00:00,1.16761,1.16808,1.16668,1.16724
2025-09-26 02:00:00,1.16723,1.16833,1.16688,1.16708
2025-09-26 03:00:00,1.16704,1.1672,1.16522,1.16575
2025-09-26 04:00:00,1.16577,1.16599,1.16454,1.16523
2025-09-26 05:00:00,1.16529,1.16629,1.16518,1.16605
2025-09-26 06:00:00,1.16602,1.16691,1.16593,1.16653
2025-09-26 07:00:00,1.16653,1.16656,1.1657,1.16571
2025-09-26 08:00:00,1.16611,1.16687,1.16611,1.16681
2025-09-26 09:00:00,1.16682,1.16682,1.16598,1.16617
2025-09-26 10:00:00,1.16616,1.16713,1.16579,1.16712
2025-09-26 11:00:00,1.16711,1.16735,1.16656,1.16677
2025-09-26 12:00:00,1.16679,1.16792,1.16673,1.1677
2025-09-26 13:00:00,1.16767,1.16786,1.16749,1.16781
2025-09-26 14:00:00,1.16779,1.16819,1.16747,1.16799
2025-09-26 15:00:00,1.16799,1.16850,1.16764,1.1677
2025-09-26 16:00:00,1.16772,1.16838,1.16717,1.16796
2025-09-26 17:00:00,1.16789,1.16831,1.16685,1.16729
2025-09-26 18:00:00,1.16731,1.16878,1.16706,1.16805
2025-09-26 19:00:00,1.16804,1.16843,1.16759,1.16784
2025-09-26 20:00:00,1.16779,1.16811,1.16618,1.16631
2025-09-26 21:00:00,1.16633,1.16759,1.16626,1.16677
2025-09-26 22:00:00,1.16673,1.16858,1.16667,1.1683
2025-09-26 23:00:00,1.16834,1.1694,1.16782,1.16839
2025-09-27 00:00:00,1.16839,1.17046,1.16835,1.1691
2025-09-27 01:00:00,1.16907,1.16998,1.16871,1.16912
2025-09-27 02:00:00,1.16914,1.16968,1.16867,1.16928
2025-09-27 03:00:00,1.16926,1.17016,1.16909,1.16998
2025-09-27 04:00:00,1.16997,1.17057,1.16959,1.17038
2025-09-27 05:00:00,1.17039,1.17057,1.16985,1.17057
2025-09-27 06:00:00,1.17056,1.17072,1.16989,1.17009
2025-09-27 07:00:00,1.17009,1.17009,1.17009,1.17009
2025-09-27 08:00:00,1.17009,1.17009,1.17009,1.17009
2025-09-29 09:00:00,1.17042,1.17097,1.17038,1.17048
2025-09-29 10:00:00,1.1705,1.17231,1.17044,1.17215
