run_id,time_utc,symbol,tf,type,score,bias,entry,stop,target,why,cadence_min,watchlist,engine
c59ef18b,2025-10-08 21:32:48Z,,5min,skip,,,,,,outside trading hours,30,"EURUSD,XAUUSD",v2b
46a1e1b5,2025-10-08 21:37:48Z,,5min,heartbeat,,,,,,,30,"EURUSD,XAUUSD",v2b
46a1e1b5,2025-10-08 21:37:48Z,,5min,skip,,,,,,outside trading hours,30,"EURUSD,XAUUSD",v2b
b8840a81,2025-10-08 21:42:49Z,,5min,heartbeat,,,,,,,30,"EURUSD,XAUUSD",v2b
b8840a81,2025-10-08 21:42:49Z,,5min,skip,,,,,,outside trading hours,30,"EURUSD,XAUUSD",v2b
3f44a818,2025-10-08 21:47:49Z,,5min,heartbeat,,,,,,,30,"EURUSD,XAUUSD",v2b
3f44a818,2025-10-08 21:47:49Z,,5min,skip,,,,,,outside trading hours,30,"EURUSD,XAUUSD",v2b
2f53ed9e,2025-10-08 21:52:50Z,,5min,heartbeat,,,,,,,30,"EURUSD,XAUUSD",v2b
2f53ed9e,2025-10-08 21:52:50Z,,5min,skip,,,,,,outside trading hours,30,"EURUSD,XAUUSD",v2b
287bc03b,2025-10-08 21:57:50Z,,5min,heartbeat,,,,,,,30,"EURUSD,XAUUSD",v2b
287bc03b,2025-10-08 21:57:50Z,,5min,skip,,,,,,outside trading hours,30,"EURUSD,XAUUSD",v2b
16dcfcb8,2025-10-08 22:02:50Z,,5min,heartbeat,,,,,,,30,"EURUSD,XAUUSD",v2b
16dcfcb8,2025-10-08 22:02:50Z,,5min,skip,,,,,,outside trading hours,30,"EURUSD,XAUUSD",v2b
360b836d,2025-10-08 22:12:53Z,,5min,heartbeat,,,,,,,30,"EURUSD,XAUUSD",v2b
360b836d,2025-10-08 22:12:53Z,,5min,skip,,,,,,outside trading hours,30,"EURUSD,XAUUSD",v2b
f07d3818,2025-10-08 22:17:53Z,,5min,heartbeat,,,,,,,30,"EURUSD,XAUUSD",v2b
f07d3818,2025-10-08 22:17:53Z,,5min,skip,,,,,,outside trading hours,30,"EURUSD,XAUUSD",v2b
65760ad3,2025-10-08 22:22:55Z,,5min,heartbeat,,,,,,,30,"EURUSD,XAUUSD",v2b
65760ad3,2025-10-08 22:22:55Z,,5min,skip,,,,,,outside trading hours,30,"EURUSD,XAUUSD",v2b
507afa3b,2025-10-08 22:27:54Z,,5min,heartbeat,,,,,,,30,"EURUSD,XAUUSD",v2b
507afa3b,2025-10-08 22:27:54Z,,5min,skip,,,,,,outside trading hours,30,"EURUSD,XAUUSD",v2b
9208995e,2025-10-08 22:32:55Z,,5min,heartbeat,,,,,,,30,"EURUSD,XAUUSD",v2b
9208995e,2025-10-08 22:32:55Z,,5min,skip,,,,,,outside trading hours,30,"EURUSD,XAUUSD",v2b
ac0f67cc,2025-10-08 22:37:55Z,,5min,heartbeat,,,,,,,30,"EURUSD,XAUUSD",v2b
ac0f67cc,2025-10-08 22:37:55Z,,5min,skip,,,,,,outside trading hours,30,"EURUSD,XAUUSD",v2b
810c9797,2025-10-08 22:42:57Z,,5min,heartbeat,,,,,,,30,"EURUSD,XAUUSD",v2b
810c9797,2025-10-08 22:42:57Z,,5min,skip,,,,,,outside trading hours,30,"EURUSD,XAUUSD",v2b
5b3f55d0,2025-10-08 22:47:56Z,,5min,heartbeat,,,,,,,30,"EURUSD,XAUUSD",v2b
5b3f55d0,2025-10-08 22:47:56Z,,5min,skip,,,,,,outside trading hours,30,"EURUSD,XAUUSD",v2b
304b56d9,2025-10-08 22:52:56Z,,5min,heartbeat,,,,,,,30,"EURUSD,XAUUSD",v2b
304b56d9,2025-10-08 22:52:56Z,,5min,skip,,,,,,outside trading hours,30,"EURUSD,XAUUSD",v2b
8dfb6c5b,2025-10-08 22:57:56Z,,5min,heartbeat,,,,,,,30,"EURUSD,XAUUSD",v2b
8dfb6c5b,2025-10-08 22:57:56Z,,5min,skip,,,,,,outside trading hours,30,"EURUSD,XAUUSD",v2b
e274e7e3,2025-10-08 23:02:57Z,,5min,heartbeat,,,,,,,30,"EURUSD,XAUUSD",v2b
e274e7e3,2025-10-08 23:02:57Z,,5min,skip,,,,,,outside trading hours,30,"EURUSD,XAUUSD",v2b
fccc1386,2025-10-08 23:07:57Z,,5min,heartbeat,,,,,,,30,"EURUSD,XAUUSD",v2b
fccc1386,2025-10-08 23:07:57Z,,5min,skip,,,,,,outside trading hours,30,"EURUSD,XAUUSD",v2b
3d74a1f7,2025-10-08 23:12:57Z,,5min,heartbeat,,,,,,,30,"EURUSD,XAUUSD",v2b
3d74a1f7,2025-10-08 23:12:57Z,,5min,skip,,,,,,outside trading hours,30,"EURUSD,XAUUSD",v2b
91cf6958,2025-10-08 23:17:58Z,,5min,heartbeat,,,,,,,30,"EURUSD,XAUUSD",v2b
91cf6958,2025-10-08 23:17:58Z,,5min,skip,,,,,,outside trading hours,30,"EURUSD,XAUUSD",v2b
9efb3fc7,2025-10-08 23:22:58Z,,5min,heartbeat,,,,,,,30,"EURUSD,XAUUSD",v2b
9efb3fc7,2025-10-08 23:22:58Z,,5min,skip,,,,,,outside trading hours,30,"EURUSD,XAUUSD",v2b
4c67573b,2025-10-08 23:28:19Z,,5min,heartbeat,,,,,,,30,"EURUSD,XAUUSD",v2b
4c67573b,2025-10-08 23:28:19Z,,5min,skip,,,,,,outside trading hours,30,"EURUSD,XAUUSD",v2b
e3e66aac,2025-10-08 23:34:30Z,,5min,heartbeat,,,,,,,30,"EURUSD,XAUUSD",v2b
e3e66aac,2025-10-08 23:34:30Z,,5min,skip,,,,,,outside trading hours,30,"EURUSD,XAUUSD",v2b
eade6d2b,2025-10-08 23:40:50Z,,5min,heartbeat,,,,,,,30,"EURUSD,XAUUSD",v2b
eade6d2b,2025-10-08 23:40:50Z,,5min,skip,,,,,,outside trading hours,30,"EURUSD,XAUUSD",v2b
777bd1c5,2025-10-08 23:45:49Z,,5min,heartbeat,,,,,,,30,"EURUSD,XAUUSD",v2b
777bd1c5,2025-10-08 23:45:49Z,,5min,skip,,,,,,outside trading hours,30,"EURUSD,XAUUSD",v2b
5c01682d,2025-10-08 23:50:51Z,,5min,heartbeat,,,,,,,30,"EURUSD,XAUUSD",v2b
5c01682d,2025-10-08 23:50:51Z,,5min,skip,,,,,,outside trading hours,30,"EURUSD,XAUUSD",v2b
22cabb03,2025-10-08 23:55:51Z,,5min,heartbeat,,,,,,,30,"EURUSD,XAUUSD",v2b
22cabb03,2025-10-08 23:55:51Z,,5min,skip,,,,,,outside trading hours,30,"EURUSD,XAUUSD",v2b
