time,open,high,low,close
2025-07-18 11:00:00,1.1625,1.16347,1.16179,1.16193
2025-07-18 15:00:00,1.16188,1.16461,1.16115,1.16355
2025-07-18 19:00:00,1.16354,1.16592,1.1632,1.16559
2025-07-18 23:00:00,1.16562,1.16731,1.16264,1.16288
2025-07-19 03:00:00,1.16285,1.16305,1.16172,1.16195
2025-07-19 07:00:00,1.16207,1.16207,1.16207,1.16207
2025-07-21 07:00:00,1.16268,1.16369,1.16184,1.1619
2025-07-21 11:00:00,1.16184,1.16309,1.16143,1.1629
2025-07-21 15:00:00,1.16291,1.16528,1.16275,1.16424
2025-07-21 19:00:00,1.16431,1.16735,1.16335,1.16653
2025-07-21 23:00:00,1.16653,1.17168,1.16575,1.17005
2025-07-22 03:00:00,1.16997,1.17014,1.16856,1.16931
2025-07-22 07:00:00,1.1693,1.16984,1.16829,1.16889
2025-07-22 11:00:00,1.16889,1.16961,1.16822,1.16883
2025-07-22 15:00:00,1.16887,1.17038,1.16818,1.16988
2025-07-22 19:00:00,1.16992,1.17091,1.16831,1.16904
2025-07-22 23:00:00,1.16904,1.1761,1.16789,1.1755
2025-07-23 03:00:00,1.17551,1.17553,1.17419,1.17539
2025-07-23 07:00:00,1.17538,1.17559,1.17335,1.17471
2025-07-23 11:00:00,1.17475,1.17486,1.17305,1.17348
2025-07-23 15:00:00,1.17351,1.17525,1.17272,1.17327
2025-07-23 19:00:00,1.17323,1.17393,1.17202,1.1725
2025-07-23 23:00:00,1.17248,1.17616,1.17108,1.17498
2025-07-24 03:00:00,1.1751,1.1775,1.17459,1.17697
2025-07-24 07:00:00,1.17663,1.17786,1.17621,1.17671
2025-07-24 11:00:00,1.1767,1.17799,1.17669,1.1774
2025-07-24 15:00:00,1.17741,1.17781,1.17551,1.1758
2025-07-24 19:00:00,1.17578,1.17593,1.17321,1.17361
2025-07-24 23:00:00,1.17363,1.17885,1.17308,1.17625
2025-07-25 03:00:00,1.1763,1.17777,1.17451,1.17465
2025-07-25 07:00:00,1.17427,1.17586,1.17419,1.17543
2025-07-25 11:00:00,1.17544,1.17584,1.17342,1.17401
2025-07-25 15:00:00,1.174,1.17608,1.17372,1.17432
2025-07-25 19:00:00,1.17431,1.17434,1.17116,1.17182
2025-07-25 23:00:00,1.1719,1.17388,1.17032,1.17288
2025-07-26 03:00:00,1.17291,1.1747,1.17287,1.17402
2025-07-26 07:00:00,1.17401,1.17409,1.17401,1.17409
2025-07-28 07:00:00,1.17551,1.17701,1.17538,1.17637
2025-07-28 11:00:00,1.17639,1.17697,1.17456,1.17472
2025-07-28 15:00:00,1.17464,1.17476,1.1671,1.1679
2025-07-28 19:00:00,1.16789,1.16844,1.1644,1.16577
2025-07-28 23:00:00,1.1658,1.16621,1.15984,1.15991
2025-07-29 03:00:00,1.15986,1.16015,1.15852,1.1588
2025-07-29 07:00:00,1.15877,1.15975,1.15844,1.15851
2025-07-29 11:00:00,1.15848,1.1599,1.15746,1.15886
2025-07-29 15:00:00,1.1588,1.15901,1.15274,1.15692
2025-07-29 19:00:00,1.15692,1.15882,1.15262,1.15262
2025-07-29 23:00:00,1.15248,1.15509,1.15187,1.15413
2025-07-30 03:00:00,1.15415,1.15612,1.15399,1.15466
2025-07-30 07:00:00,1.15458,1.15676,1.15453,1.15671
2025-07-30 11:00:00,1.15673,1.15725,1.15504,1.15511
2025-07-30 15:00:00,1.15509,1.15685,1.15402,1.15567
2025-07-30 19:00:00,1.15565,1.15578,1.14732,1.14732
2025-07-30 23:00:00,1.14732,1.14851,1.14575,1.14742
2025-07-31 03:00:00,1.14741,1.15039,1.13998,1.14046
2025-07-31 07:00:00,1.1408,1.14385,1.14014,1.14343
2025-07-31 11:00:00,1.14343,1.14385,1.14067,1.14359
2025-07-31 15:00:00,1.14353,1.14614,1.14305,1.14498
2025-07-31 19:00:00,1.14499,1.14516,1.14205,1.14288
2025-07-31 23:00:00,1.1429,1.14502,1.14053,1.14229
2025-08-01 03:00:00,1.14229,1.14335,1.1409,1.14149
2025-08-01 07:00:00,1.14146,1.14292,1.14109,1.14248
2025-08-01 11:00:00,1.14244,1.14289,1.14048,1.1419
2025-08-01 15:00:00,1.14188,1.14382,1.14049,1.14067
2025-08-01 19:00:00,1.14071,1.15589,1.13914,1.15450
2025-08-01 23:00:00,1.15454,1.15888,1.15362,1.15399
2025-08-02 03:00:00,1.15392,1.15977,1.15164,1.15839
2025-08-02 07:00:00,1.15831,1.15904,1.15831,1.15904
2025-08-04 07:00:00,1.15837,1.15905,1.15558,1.15581
2025-08-04 11:00:00,1.15578,1.15866,1.15504,1.15744
2025-08-04 15:00:00,1.15745,1.15836,1.15492,1.15578
2025-08-04 19:00:00,1.1558,1.15893,1.15549,1.15755
2025-08-04 23:00:00,1.15757,1.15892,1.15569,1.15722
2025-08-05 03:00:00,1.15721,1.15778,1.1563,1.1572
2025-08-05 07:00:00,1.15687,1.15888,1.15653,1.15725
2025-08-05 11:00:00,1.15719,1.1575,1.15536,1.15585
2025-08-05 15:00:00,1.15585,1.15631,1.15309,1.15364
2025-08-05 19:00:00,1.15369,1.15485,1.15276,1.15366
2025-08-05 23:00:00,1.15372,1.15862,1.15323,1.15826
2025-08-06 03:00:00,1.15827,1.1584,1.15658,1.15758
2025-08-06 07:00:00,1.15737,1.15855,1.15704,1.1574
2025-08-06 11:00:00,1.15737,1.15861,1.1564,1.15829
2025-08-06 15:00:00,1.15825,1.15889,1.157,1.1575
2025-08-06 19:00:00,1.15748,1.16286,1.15742,1.16240
2025-08-06 23:00:00,1.16240,1.16488,1.16174,1.16349
